2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518574,-284.176096,-542.093515
2188.518574,-284.176096,-542.093515
2188.518574,-284.176096,-542.093515
2188.518574,-284.176096,-542.093515
2188.537025,-284.178491,-542.094002
2188.537025,-284.178491,-542.094002
2188.537025,-284.178491,-542.094002
2188.537025,-284.178491,-542.094002
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.519512,-284.176217,-542.089664
2188.483548,-284.171547,-542.084840
2188.483548,-284.171547,-542.084840
2188.483548,-284.171547,-542.084840
2188.483548,-284.171547,-542.084840
2188.501061,-284.173821,-542.089177
2188.501061,-284.173821,-542.089177
2188.501061,-284.173821,-542.089177
2188.501061,-284.173821,-542.089177
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.500813,-284.175731,-542.089177
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.518326,-284.178005,-542.093515
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
2188.552414,-284.182432,-542.106043
2188.552414,-284.182432,-542.106043
2188.552414,-284.182432,-542.106043
2188.552414,-284.182432,-542.106043
2188.551476,-284.182310,-542.109895
2188.551476,-284.182310,-542.109895
2188.551476,-284.182310,-542.109895
2188.551476,-284.182310,-542.109895
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.500123,-284.173700,-542.093029
2188.500123,-284.173700,-542.093029
2188.500123,-284.173700,-542.093029
2188.500123,-284.173700,-542.093029
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.517636,-284.175974,-542.097367
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.534211,-284.178126,-542.105557
2188.534211,-284.178126,-542.105557
2188.534211,-284.178126,-542.105557
2188.534211,-284.178126,-542.105557
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.499185,-284.173578,-542.096881
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.535149,-284.178248,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.499875,-284.175610,-542.093029
2188.499875,-284.175610,-542.093029
2188.499875,-284.175610,-542.093029
2188.499875,-284.175610,-542.093029
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.534901,-284.180158,-542.101705
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
2188.517388,-284.177884,-542.097367
